train_acc,train_loss,val_acc,val_loss
0.0316,4.3889213,0.05080000000000001,4.1362762
0.014463157894736844,46.48016,0.019600000000000003,5.1729417
0.016715789473684208,4.758628,0.0208,4.5800757
0.021347368421052632,4.5386977,0.0212,4.4922533
0.026589473684210527,4.4826345,0.027600000000000006,4.4560456
0.03305263157894737,4.424521,0.0396,4.4179254
0.04040000000000001,4.3587728,0.046400000000000004,4.290731
0.04932631578947369,4.2825823,0.055600000000000004,4.229662
0.054042105263157905,4.227275,0.06280000000000001,4.135828
0.05960000000000001,4.2019973,0.07360000000000001,4.1192083
0.0624421052631579,4.1621275,0.06960000000000001,4.145441
0.06288421052631579,4.150918,0.078,4.0522375
0.06844210526315789,4.11029,0.08200000000000002,4.0398216
0.07218947368421054,4.0825205,0.08719999999999999,4.0170417
0.07802105263157895,4.051958,0.09759999999999999,3.9559302
0.082,4.0254793,0.10399999999999998,3.9493902
0.08275789473684211,4.0341825,0.09759999999999999,3.97128
0.08663157894736843,3.9923253,0.10160000000000002,3.932294
0.09103157894736842,3.9537272,0.0908,3.9197187
0.0965684210526316,3.9048228,0.11280000000000001,3.840087
0.041894736842105276,618.328,0.011200000000000002,18.099129
0.0144,8.700597,0.0228,6.292903
0.01713684210526316,5.462467,0.0208,5.157505
0.019915789473684213,4.9245424,0.0216,4.8555436
0.02071578947368421,4.7236686,0.0252,4.6076527
0.023326315789473688,4.6036053,0.0308,4.6501007
0.02250526315789474,4.5585217,0.0288,4.535775
0.02608421052631579,4.5117426,0.028000000000000004,4.4951854
0.027200000000000002,4.4995165,0.0368,4.4432554
0.031073684210526316,4.4258285,0.044800000000000006,4.384118
0.038,4.370402,0.06120000000000001,4.309648
0.0433263157894737,4.331592,0.04800000000000001,4.2857533
0.048189473684210525,4.296854,0.05920000000000001,4.214838
0.05204210526315791,4.2353077,0.06480000000000001,4.1825604
0.0548421052631579,4.198988,0.06760000000000001,4.1209683
0.056989473684210534,4.189995,0.07080000000000002,4.1122932
0.061115789473684214,4.1637297,0.064,4.046289
0.06235789473684211,4.1409044,0.07200000000000001,4.0447583
0.06703157894736843,4.0987134,0.06480000000000001,4.060326
0.035873684210526315,5.8806868,0.033600000000000005,4.398349
0.038673684210526325,4.344501,0.046400000000000004,4.2432966
0.04858947368421053,4.22664,0.05720000000000001,4.1517515
0.05661052631578947,4.158734,0.0672,4.109968
0.061831578947368425,4.1564336,0.0644,4.101001
0.06890526315789475,4.088955,0.08200000000000002,4.031876
0.07414736842105263,4.059337,0.08400000000000002,3.9947193
0.07955789473684212,4.0242705,0.09360000000000002,3.9792974
0.05115789473684212,4.566769,0.044000000000000004,4.2991195
0.05538947368421052,4.169906,0.0752,4.03815
0.07850526315789474,4.0223603,0.092,3.9349113
0.08595789473684214,3.97015,0.10120000000000001,3.9119916
0.06827368421052632,4.241425,0.05800000000000001,4.232198
0.06753684210526316,4.1074667,0.0944,3.926127
0.0873684210526316,3.964995,0.09840000000000002,3.8906062
0.09515789473684211,3.9302604,0.1032,3.8821328
0.09597894736842108,3.91116,0.1076,3.8511178
0.09922105263157897,3.9067054,0.11399999999999999,3.8064775
0.10301052631578948,3.8779843,0.11479999999999999,3.802413
0.10223157894736842,3.8695831,0.128,3.7631838
0.10993684210526318,3.8415134,0.1252,3.7669184
0.1013684210526316,3.9309046,0.08240000000000001,3.9621062
0.08842105263157896,3.985372,0.10200000000000001,3.870258
0.10284210526315792,3.856256,0.1184,3.7684467
0.11117894736842106,3.8218074,0.11879999999999999,3.734694
0.11749473684210528,3.7930417,0.1204,3.740986
0.12176842105263158,3.7702312,0.1288,3.6895475
0.12160000000000001,3.7574658,0.12999999999999998,3.7118783
0.12488421052631579,3.7408326,0.1288,3.673522
0.1290736842105263,3.727572,0.1396,3.6495435
0.13136842105263155,3.717644,0.1388,3.63107
0.13414736842105263,3.7013164,0.1444,3.6056597
0.1352,3.6958623,0.1368,3.6141376
0.13214736842105262,3.699096,0.13920000000000002,3.6365135
0.13578947368421052,3.6862807,0.1416,3.5981195
0.1412421052631579,3.6645436,0.15360000000000001,3.58011
0.14109473684210527,3.654017,0.15360000000000004,3.5726414
0.1438526315789474,3.6455169,0.1484,3.559234
0.1453684210526316,3.6338923,0.1628,3.5326421
0.14345263157894736,3.633066,0.1592,3.5349314
0.14663157894736845,3.6139817,0.162,3.5184424
0.15037894736842106,3.6010025,0.16400000000000003,3.5189326
0.15159999999999998,3.5921834,0.1544,3.505331
0.15490526315789474,3.572451,0.1572,3.5212576
0.15496842105263156,3.575055,0.16240000000000002,3.4967403
0.15812631578947367,3.5610306,0.154,3.501094
0.15837894736842106,3.5584583,0.1672,3.4843197
0.16065263157894738,3.55357,0.16720000000000002,3.4682925
0.15877894736842102,3.5447173,0.17040000000000002,3.4685607
0.16107368421052629,3.5413158,0.1632,3.4608746
0.16172631578947366,3.5357788,0.17160000000000003,3.4522753
0.16473684210526315,3.5271819,0.16519999999999999,3.4703774
0.16374736842105264,3.5260072,0.16799999999999998,3.460262
0.16568421052631577,3.5167034,0.16800000000000004,3.4549909
0.16696842105263157,3.517729,0.17000000000000004,3.4488
0.1665894736842105,3.5128415,0.16880000000000003,3.4553902
0.16578947368421051,3.5148058,0.16920000000000002,3.451384
0.16797894736842103,3.5099819,0.16799999999999998,3.4492
0.16427368421052632,3.5128548,0.16960000000000006,3.4491718
0.16541052631578945,3.5126727,0.1708,3.44508
0.16587368421052634,3.5127766,0.17040000000000002,3.4420366
