train_acc,train_loss,val_acc,val_loss
0.019642105263157895,4.512893,0.039200000000000006,4.3688555
0.04543157894736843,4.189797,0.046000000000000006,4.075584
0.06802105263157895,4.0203385,0.053200000000000004,4.3087354
0.08618947368421052,3.9115927,0.09559999999999999,3.8690026
0.09673684210526318,3.834575,0.1124,3.7734404
0.11237894736842106,3.7465801,0.12359999999999999,3.6763544
0.1244421052631579,3.6735556,0.1328,3.6355212
0.13951578947368423,3.5933254,0.14800000000000002,3.5229964
0.15197894736842105,3.5147405,0.17000000000000004,3.462348
0.1647157894736842,3.437167,0.18640000000000004,3.383641
0.18082105263157894,3.366534,0.1544,3.5022275
0.19553684210526318,3.2828984,0.1956,3.2578118
0.20604210526315792,3.2122214,0.2144,3.2195683
0.2210526315789474,3.1373818,0.2268,3.1333125
0.23303157894736845,3.066467,0.23399999999999999,3.103329
0.2468421052631579,2.987994,0.2512,3.0144827
0.25936842105263164,2.9272594,0.268,2.8950489
0.268421052631579,2.867731,0.2648,2.940594
0.28164210526315797,2.813792,0.2652,2.874411
0.2900421052631579,2.7608619,0.2896,2.801206
0.3020421052631579,2.7093172,0.284,2.8011703
0.3134736842105263,2.6588109,0.2852,2.7619991
0.3219789473684211,2.6111646,0.32160000000000005,2.6278436
0.3283368421052631,2.5785494,0.29960000000000003,2.723683
0.33541052631578944,2.535446,0.31560000000000005,2.6187134
0.3447789473684211,2.499286,0.32880000000000004,2.5336118
0.35223157894736845,2.465079,0.3332,2.5530944
0.36105263157894735,2.422147,0.3332,2.561412
0.36600000000000005,2.3908064,0.34759999999999996,2.4816363
0.3732842105263158,2.365993,0.354,2.4796336
0.37957894736842107,2.3297205,0.33480000000000004,2.49928
0.3872421052631579,2.296071,0.36560000000000004,2.3836336
0.39408421052631576,2.266216,0.3776,2.3601265
0.3996421052631579,2.247847,0.36119999999999997,2.3787012
0.4067368421052632,2.2108433,0.3552,2.432944
0.40968421052631576,2.1871686,0.3776,2.3436112
0.41610526315789476,2.164785,0.3864000000000001,2.2988062
0.42345263157894736,2.1417758,0.38319999999999993,2.345443
0.4265684210526316,2.116888,0.402,2.2750585
0.4312421052631579,2.0952985,0.38439999999999996,2.3104415
0.43595789473684204,2.0745242,0.39480000000000004,2.2908752
0.44147368421052635,2.0515637,0.398,2.2901728
0.445178947368421,2.0329342,0.40240000000000004,2.2215192
0.44858947368421054,2.0137606,0.40319999999999995,2.2452393
0.4535578947368421,1.9943283,0.4188000000000001,2.195628
0.4588631578947368,1.9711759,0.4039999999999999,2.2360804
0.46421052631578946,1.9561343,0.4232,2.1457806
0.46985263157894736,1.9262731,0.4212,2.1635904
0.46829473684210526,1.922066,0.4104,2.247744
0.4759578947368421,1.9011126,0.43560000000000004,2.092342
0.4770947368421053,1.8897333,0.4252,2.1307435
0.4830736842105263,1.8679354,0.4000000000000001,2.255371
0.48570526315789475,1.8563886,0.4264,2.1063673
0.4905684210526316,1.8333979,0.4288,2.1077852
0.4941052631578947,1.8237771,0.428,2.1556098
0.4960421052631579,1.813292,0.4436,2.07706
0.4981052631578948,1.79682,0.44079999999999997,2.0948272
0.5034315789473685,1.7790887,0.44719999999999993,2.0646636
0.5053894736842105,1.7685467,0.4296,2.140719
0.513621052631579,1.7467319,0.43839999999999996,2.0788217
0.5141684210526316,1.7390968,0.45199999999999996,2.038354
0.5191157894736842,1.7238661,0.4408000000000001,2.0493197
0.5173473684210527,1.7178009,0.4436,2.0646665
0.5222947368421054,1.7029275,0.45360000000000006,2.023451
0.5216842105263159,1.6938096,0.4532,2.0684474
0.5290105263157895,1.6766527,0.45280000000000004,2.01833
0.529578947368421,1.6724222,0.45439999999999997,2.0049784
0.5357473684210526,1.6521733,0.45399999999999996,2.0248585
0.5352631578947369,1.6419995,0.4532,2.0036912
0.5367789473684211,1.6414145,0.4592,1.976278
0.5390526315789473,1.6241593,0.466,1.9913368
0.5434315789473684,1.6187332,0.46520000000000006,1.9851385
0.5485894736842105,1.6002804,0.46759999999999996,1.9700949
0.5465894736842105,1.5970668,0.46279999999999993,1.9876544
0.551242105263158,1.5833843,0.47519999999999996,1.9688802
0.5526315789473685,1.5780479,0.4596,1.99648
0.554821052631579,1.5770917,0.4663999999999999,1.9683125
0.5566526315789473,1.562373,0.4708,1.9818625
0.5567578947368422,1.5558248,0.47480000000000006,1.9574322
0.5574947368421053,1.5524731,0.4739999999999999,1.9646437
0.5620842105263159,1.541477,0.478,1.9815173
0.5597263157894737,1.5419835,0.47240000000000004,1.9533172
0.5629894736842105,1.5314982,0.474,1.9575862
0.5670736842105264,1.5234293,0.47519999999999996,1.9527328
0.5688842105263159,1.5151721,0.4744,1.9566929
0.5659368421052632,1.514549,0.474,1.9534388
0.5693263157894737,1.5117749,0.47839999999999994,1.9530448
0.5705894736842104,1.5113723,0.472,1.96528
0.5737684210526315,1.5002025,0.4728,1.9602693
0.5730736842105263,1.4961956,0.4752,1.9494034
0.5724421052631579,1.497637,0.48,1.9381495
0.5731578947368421,1.4913393,0.48080000000000006,1.9517317
0.5736842105263159,1.4912397,0.47519999999999996,1.9559414
0.5734105263157896,1.4927671,0.48160000000000003,1.9514676
0.573642105263158,1.4893577,0.47879999999999995,1.9438585
0.576821052631579,1.4854562,0.4844,1.941942
0.570778947368421,1.4962461,0.48120000000000007,1.9458635
0.5766105263157895,1.4831126,0.4828,1.950023
0.5798526315789473,1.4768631,0.4796,1.9514487
0.5754315789473684,1.4803928,0.4856,1.9480011
